Corr config
dr,0.2
dtheta,1.2857142857142858
N_points_avg,1
""
General info
input_path,flatspin_temp_sweeps/I40_alpha_0.0121_temps_2000-3200_runs_16
report_created,2021-04-23 10:53:19.308279
""
Parameter results
T_c,2015.9766302259025
C_curie,6.441990341512661e-10
A,3.748945505073954
nu,0.1880789371722443
""
Temp sweep data
temps,corrLengths,corrLengthsVar,corrSums,susceptibilities
2000.0,7.01669233310082,0.20118807988580995,39.3870426114497,2.941067507084981e-12
2080.0,6.5186220626394435,0.20939046567379052,37.323252116087744,2.6797714713772527e-12
2160.0,8.591827205306718,0.2512577492352019,45.54804556927715,3.1491809176690575e-12
2240.0,7.758876482342649,0.18404115007570382,41.55311883162201,2.7703664778460466e-12
2320.0,6.476969992913541,0.24991841821101446,37.51087352701633,2.414631204659599e-12
2400.0,14.080224240618836,0.2507877219637776,57.994900712498186,3.6087781402456435e-12
2480.0,6.804513484214646,0.23228366832828531,38.797945720063055,2.336354103453662e-12
2560.0,5.387181288598695,0.1481478447360718,31.495789957665394,1.837359571368583e-12
2640.0,3.1000115697905777,0.2031811762186819,20.15997912278114,1.1404277252638229e-12
2720.0,3.5658103622904758,0.14518632165461598,21.395750014053625,1.1747358616058888e-12
2800.0,2.812126369110361,0.09808950746871686,16.07755048746025,8.575184374837667e-13
2880.0,3.486876163040244,0.2003925630495221,22.54533541834693,1.1690843019913781e-12
2960.0,1.8405200424154058,0.10187369242097649,10.689124639670183,5.393020187389134e-13
3040.0,1.5810596165523847,0.10237260723854384,9.828351183069111,4.828238318102084e-13
3120.0,1.7198031274818888,0.1130217207564949,10.201960070387553,4.883268918389226e-13
3200.0,2.0271182447785185,0.11085532077592267,12.404693252538156,5.789188182440291e-13

